"Latest: Time (s)","Latest: Y Acceleration 1 (m/s²)","Latest: X Acceleration 1 (m/s²)","Latest: Z Acceleration 1 (m/s²)","Latest: Z Acceleration 2 (m/s²)","Latest: X Acceleration 2 (m/s²)","Latest: Y Acceleration 2 (m/s²)"
0,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4143529593,-0.281762687664
0.001666,-1.32781856696,9.75007992092,-0.0544565822929,0.688400779152,10.341541257,-0.281762687664
0.003332,-1.32781856696,9.75007992092,-0.00907570705749,0.723759895889,10.4143529593,-0.281762687664
0.004998,-1.32781856696,9.79546079616,-0.00907570705749,0.759119012626,10.4143529593,-0.281762687664
0.006664,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.00833,-1.32781856696,9.79546079616,-0.00907570705749,0.794478129363,10.4871646616,-0.21104445419
0.009996,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4143529593,-0.246403570927
0.011662,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.4507588104,-0.175685337454
0.013328,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4507588104,-0.281762687664
0.014994,-1.2816737773,9.79546079616,-0.00907570705749,0.653041662415,10.341541257,-0.352480921138
0.01666,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4507588104,-0.246403570927
0.018326,-1.2816737773,9.79546079616,-0.00907570705749,0.653041662415,10.341541257,-0.352480921138
0.019992,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.021658,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.341541257,-0.352480921138
0.023324,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.02499,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.026656,-1.32781856696,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.028322,-1.32781856696,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.029988,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.031654,-1.32781856696,9.79546079616,-0.0544565822929,0.688400779152,10.4143529593,-0.281762687664
0.03332,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.034986,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.036652,-1.32781856696,9.79546079616,-0.00907570705749,0.759119012626,10.4143529593,-0.281762687664
0.038318,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4143529593,-0.246403570927
0.039984,-1.32781856696,9.79546079616,-0.00907570705749,0.759119012626,10.5235705127,-0.175685337454
0.04165,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.4507588104,-0.246403570927
0.043316,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.3779471082,-0.21104445419
0.044982,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.046648,-1.2816737773,9.84084167139,-0.00907570705749,0.653041662415,10.341541257,-0.352480921138
0.048314,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4507588104,-0.246403570927
0.04998,-1.2816737773,9.79546079616,-0.00907570705749,0.653041662415,10.4143529593,-0.317121804401
0.051646,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.4507588104,-0.281762687664
0.053312,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.317121804401
0.054978,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.056644,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.05831,-1.2816737773,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.059976,-1.32781856696,9.79546079616,-0.00907570705749,0.723759895889,10.4507588104,-0.246403570927
0.061642,-1.32781856696,9.79546079616,-0.00907570705749,0.759119012626,10.4507588104,-0.246403570927
0.063308,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.064974,-1.2816737773,9.79546079616,-0.00907570705749,0.794478129363,10.4871646616,-0.21104445419
0.06664,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.068306,-1.2816737773,9.79546079616,-0.00907570705749,0.653041662415,10.4871646616,-0.175685337454
0.069972,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.071638,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.3779471082,-0.352480921138
0.073304,-1.2816737773,9.79546079616,-0.0544565822929,0.653041662415,10.4507588104,-0.246403570927
0.07497,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.3779471082,-0.317121804401
0.076636,-1.32781856696,9.84084167139,-0.00907570705749,0.653041662415,10.4507588104,-0.281762687664
0.078302,-1.32781856696,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.079968,-1.32781856696,9.79546079616,-0.0544565822929,0.688400779152,10.4143529593,-0.281762687664
0.081634,-1.32781856696,9.79546079616,-0.0544565822929,0.688400779152,10.3779471082,-0.281762687664
0.0833,-1.2816737773,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.084966,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.086632,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.088298,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.089964,-1.32781856696,9.79546079616,-0.00907570705749,0.794478129363,10.4507588104,-0.281762687664
0.09163,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.093296,-1.2816737773,9.79546079616,-0.0544565822929,0.653041662415,10.4871646616,-0.175685337454
0.094962,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.096628,-1.2816737773,9.79546079616,-0.00907570705749,0.617682545679,10.3051354059,-0.352480921138
0.098294,-1.2816737773,9.79546079616,-0.00907570705749,0.723759895889,10.4507588104,-0.281762687664
0.09996,-1.2816737773,9.79546079616,-0.00907570705749,0.653041662415,10.3779471082,-0.317121804401
0.101626,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.103292,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.104958,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.106624,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.4143529593,-0.281762687664
0.10829,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.4143529593,-0.246403570927
0.109956,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.111622,-1.32781856696,9.79546079616,-0.00907570705749,0.653041662415,10.3779471082,-0.281762687664
0.113288,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.114954,-1.32781856696,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.11662,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.118286,-1.2816737773,9.79546079616,-0.00907570705749,0.759119012626,10.4143529593,-0.281762687664
0.119952,-1.32781856696,9.79546079616,-0.0544565822929,0.688400779152,10.4143529593,-0.246403570927
0.121618,-1.32781856696,9.79546079616,-0.0544565822929,0.794478129363,10.4871646616,-0.21104445419
0.123284,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4507588104,-0.246403570927
0.12495,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.341541257,-0.21104445419
0.126616,-1.2816737773,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.128282,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.341541257,-0.352480921138
0.129948,-1.32781856696,9.79546079616,-0.0544565822929,0.688400779152,10.4143529593,-0.246403570927
0.131614,-1.32781856696,9.79546079616,-0.0544565822929,0.653041662415,10.4143529593,-0.281762687664
0.13328,-1.2816737773,9.79546079616,-0.0544565822929,0.653041662415,10.3779471082,-0.281762687664
0.134946,-1.2816737773,9.79546079616,-0.0544565822929,0.688400779152,10.4143529593,-0.281762687664
0.136612,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.3779471082,-0.281762687664
0.138278,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.139944,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.341541257,-0.281762687664
0.14161,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.143276,-1.32781856696,9.75007992092,-0.00907570705749,0.723759895889,10.4143529593,-0.281762687664
0.144942,-1.32781856696,9.75007992092,-0.00907570705749,0.723759895889,10.3779471082,-0.281762687664
0.146608,-1.32781856696,9.75007992092,-0.00907570705749,0.794478129363,10.4507588104,-0.21104445419
0.148274,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.14994,-1.2816737773,9.79546079616,-0.00907570705749,0.617682545679,10.4143529593,-0.175685337454
0.151606,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4507588104,-0.281762687664
0.153272,-1.32781856696,9.75007992092,-0.0544565822929,0.617682545679,10.341541257,-0.175685337454
0.154938,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.156604,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.3051354059,-0.352480921138
0.15827,-1.2816737773,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.246403570927
0.159936,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.341541257,-0.352480921138
0.161602,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.3779471082,-0.281762687664
0.163268,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.341541257,-0.352480921138
0.164934,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.1666,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.3779471082,-0.281762687664
0.168266,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.341541257,-0.281762687664
0.169932,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.341541257,-0.281762687664
0.171598,-1.32781856696,9.79546079616,-0.00907570705749,0.688400779152,10.341541257,-0.317121804401
0.173264,-1.32781856696,9.75007992092,-0.0544565822929,0.688400779152,10.4143529593,-0.246403570927
0.17493,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.341541257,-0.246403570927
0.176596,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.178262,-1.32781856696,9.75007992092,-0.0544565822929,0.723759895889,10.4871646616,-0.21104445419
0.179928,-1.32781856696,9.75007992092,-0.0544565822929,0.688400779152,10.4143529593,-0.281762687664
0.181594,-1.2816737773,9.75007992092,-0.00907570705749,0.617682545679,10.3051354059,-0.21104445419
0.18326,-1.32781856696,9.75007992092,-0.0544565822929,0.688400779152,10.3779471082,-0.281762687664
0.184926,-1.32781856696,9.79546079616,-0.00907570705749,0.617682545679,10.3051354059,-0.352480921138
0.186592,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.4143529593,-0.281762687664
0.188258,-1.32781856696,9.70469904569,-0.00907570705749,0.617682545679,10.341541257,-0.352480921138
0.189924,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.3779471082,-0.281762687664
0.19159,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.3051354059,-0.352480921138
0.193256,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.341541257,-0.281762687664
0.194922,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.341541257,-0.317121804401
0.196588,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.341541257,-0.317121804401
0.198254,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.341541257,-0.317121804401
0.19992,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.341541257,-0.281762687664
0.201586,-1.32781856696,9.75007992092,-0.00907570705749,0.653041662415,10.3779471082,-0.281762687664
0.203252,-1.32781856696,9.75007992092,-0.0544565822929,0.653041662415,10.341541257,-0.317121804401
0.204918,-1.32781856696,9.75007992092,-0.0544565822929,0.688400779152,10.341541257,-0.281762687664
0.206584,-1.32781856696,9.75007992092,-0.00907570705749,0.688400779152,10.3779471082,-0.281762687664
